regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-05-28;22;282123;169;31;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-05-29;22;282123;182;13;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-05-30;22;282123;184;2;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-05-31;23;282123;185;1;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-01;23;282123;185;0;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-02;23;282123;186;1;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-03;23;282123;208;22;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-04;23;282123;219;11;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-05;23;282123;242;23;3;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-06;23;282123;276;34;4;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-07;24;282123;280;4;4;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-08;24;282123;283;3;4;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-09;24;282123;289;6;5;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-10;24;282123;296;7;5;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-11;24;282123;301;5;6;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-12;24;282123;301;0;6;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-13;24;282123;304;3;7;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-14;25;282123;307;3;8;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-15;25;282123;370;63;8;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-16;25;282123;428;58;8;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-17;25;282123;442;14;10;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-18;25;282123;470;28;10;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-19;25;282123;474;4;13;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-20;25;282123;474;0;13;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-21;26;282123;475;1;13;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-22;26;282123;488;13;13;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-23;26;282123;504;16;14;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-24;26;282123;514;10;15;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-25;26;282123;522;8;15;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-26;26;282123;548;26;17;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-27;26;282123;556;8;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-28;27;282123;556;0;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-29;27;282123;560;4;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-06-30;27;282123;578;18;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-01;27;282123;579;1;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-02;27;282123;580;1;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-03;27;282123;586;6;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-04;27;282123;638;52;17;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-05;28;282123;643;5;18;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-06;28;282123;652;9;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-07;28;282123;657;5;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-08;28;282123;660;3;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-09;28;282123;669;9;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-10;28;282123;669;0;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-11;28;282123;669;0;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-12;29;282123;669;0;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-13;29;282123;683;14;18;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-14;29;282123;690;7;20;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-15;29;282123;707;17;21;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-16;29;282123;730;23;21;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-17;29;282123;752;22;21;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-18;29;282123;762;10;21;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-19;30;282123;762;0;21;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-20;30;282123;763;1;21;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-21;30;282123;820;57;22;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-22;30;282123;887;67;23;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-23;30;282123;946;59;24;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-24;30;282123;1005;59;24;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-25;30;282123;1050;45;24;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-26;31;282123;1051;1;24;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-27;31;282123;1048;-3;24;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-28;31;282123;1054;6;24;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-29;31;282123;1086;32;25;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-30;31;282123;1103;17;26;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-07-31;31;282123;1111;8;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-01;31;282123;1139;28;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-02;32;282123;1135;-4;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-03;32;282123;1135;0;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-04;32;282123;1219;84;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-05;32;282123;1294;75;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-06;32;282123;1330;36;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-07;32;282123;1330;0;26;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-08;32;282123;1381;51;27;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-09;33;282123;1384;3;27;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-10;33;282123;1384;0;27;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-11;33;282123;1444;60;27;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-12;33;282123;1531;87;28;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-13;33;282123;1582;51;29;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-14;33;282123;1648;66;29;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-15;33;282123;1659;11;29;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-16;34;282123;1659;0;30;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-17;34;282123;1659;0;30;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-18;34;282123;1705;46;30;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-19;34;282123;1740;35;32;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-20;34;282123;1745;5;34;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-21;34;282123;1750;5;35;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-22;34;282123;1930;180;36;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-23;35;282123;1940;10;36;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-24;35;282123;1944;4;36;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-25;35;282123;1984;40;36;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-26;35;282123;2046;62;36;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-27;35;282123;2089;43;37;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-28;35;282123;2168;79;38;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-29;35;282123;2237;69;38;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-30;36;282123;2239;2;38;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-08-31;36;282123;2250;11;40;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-01;36;282123;2301;51;40;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-02;36;282123;2377;76;40;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-03;36;282123;2396;19;40;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-04;36;282123;2575;179;40;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-05;36;282123;2659;84;42;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-06;37;282123;2663;4;43;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-07;37;282123;2663;0;43;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-08;37;282123;2671;8;43;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-09;37;282123;2794;123;44;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-10;37;282123;2861;67;45;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-11;37;282123;2928;67;48;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-12;37;282123;3024;96;49;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-13;38;282123;3027;3;50;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-14;38;282123;3025;-2;49;-1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-15;38;282123;3206;181;49;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-16;38;282123;3312;106;49;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-17;38;282123;3358;46;51;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-18;38;282123;3439;81;53;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-19;38;282123;3515;76;56;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-20;39;282123;3512;-3;56;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-21;39;282123;3532;20;57;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-22;39;282123;3712;180;58;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-23;39;282123;3791;79;58;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-24;39;282123;3825;34;59;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-25;39;282123;3930;105;59;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-26;39;282123;4035;105;60;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-27;40;282123;4042;7;60;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-28;40;282123;4045;3;61;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-29;40;282123;4158;113;66;5;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-09-30;40;282123;4269;111;70;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-01;40;282123;4304;35;71;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-02;40;282123;4374;70;72;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-03;40;282123;4415;41;73;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-04;41;282123;4424;9;76;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-05;41;282123;4443;19;77;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-06;41;282123;4506;63;77;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-07;41;282123;4677;171;79;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-08;41;282123;4748;71;79;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-09;41;282123;4870;122;79;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-10;41;282123;4979;109;80;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-11;42;282123;4979;0;80;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-12;42;282123;4979;0;80;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-13;42;282123;4985;6;81;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-14;42;282123;5063;78;82;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-15;42;282123;5175;112;84;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-16;42;282123;5248;73;85;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-17;42;282123;5280;32;85;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-18;43;282123;5287;7;85;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-19;43;282123;5290;3;85;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-20;43;282123;5294;4;88;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-21;43;282123;5322;28;88;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-22;43;282123;5335;13;90;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-23;43;282123;5453;118;90;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-24;43;282123;5565;112;92;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-25;44;282123;5565;0;92;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-26;44;282123;5570;5;92;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-27;44;282123;5677;107;93;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-28;44;282123;5714;37;94;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-29;44;282123;5722;8;95;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-30;44;282123;5722;0;95;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-10-31;44;282123;5837;115;97;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-01;45;282123;5839;2;97;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-02;45;282123;5842;3;97;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-03;45;282123;5854;12;98;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-04;45;282123;5894;40;98;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-05;45;282123;5940;46;99;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-06;45;282123;5977;37;101;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-07;45;282123;6051;74;103;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-08;46;282123;6053;2;103;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-09;46;282123;6065;12;103;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-10;46;282123;6212;147;103;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-11;46;282123;6250;38;103;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-12;46;282123;6341;91;106;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-13;46;282123;6437;96;106;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-14;46;282123;6520;83;106;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-15;47;282123;6522;2;106;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-16;47;282123;6537;15;106;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-17;47;282123;6628;91;106;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-18;47;282123;6687;59;106;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-19;47;282123;6741;54;106;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-20;47;282123;6812;71;107;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-21;47;282123;6908;96;107;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-22;48;282123;6909;1;107;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-23;48;282123;6979;70;107;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-24;48;282123;7001;22;108;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-25;48;282123;7181;180;109;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-26;48;282123;7198;17;109;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-27;48;282123;7430;232;109;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-28;48;282123;7581;151;110;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-29;49;282123;7616;35;110;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-11-30;49;282123;7631;15;111;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-01;49;282123;7747;116;111;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-02;49;282123;7823;76;113;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-03;49;282123;7905;82;113;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-04;49;282123;8039;134;113;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-05;49;282123;8136;97;114;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-06;50;282123;8186;50;114;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-07;50;282123;8223;37;114;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-08;50;282123;8375;152;114;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-09;50;282123;8552;177;114;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-10;50;282123;8641;89;115;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-11;50;282123;8959;318;116;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-12;50;282123;9235;276;120;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-13;51;282123;9255;20;120;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-14;51;282123;9305;50;123;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-15;51;282123;9352;47;125;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-16;51;282123;9649;297;128;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-17;51;282123;9759;110;129;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-18;51;282123;9795;36;132;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-19;51;282123;10000;205;134;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-20;52;282123;10107;107;134;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-21;52;282123;10416;309;137;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-22;52;282123;10557;141;139;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-23;52;282123;10567;10;139;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-24;52;282123;10823;256;139;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-25;52;282123;10943;120;140;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-26;52;282123;10954;11;140;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-27;53;282123;10955;1;140;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-28;53;282123;10983;28;140;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-29;53;282123;11058;75;144;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-30;53;282123;11277;219;148;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2020-12-31;53;282123;11448;171;149;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-01;53;282123;11754;306;150;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-02;53;282123;11787;33;150;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-03;1;282123;11870;83;150;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-04;1;282123;11873;3;151;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-05;1;282123;11974;101;154;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-06;1;282123;12002;28;155;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-07;1;282123;12125;123;157;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-08;1;282123;12372;247;157;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-09;1;282123;12735;363;157;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-10;2;282123;12754;19;158;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-11;2;282123;12873;119;159;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-12;2;282123;12883;10;163;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-13;2;282123;12920;37;171;8;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-14;2;282123;13144;224;175;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-15;2;282123;13211;67;176;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-16;2;282123;13273;62;177;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-17;3;282123;13292;19;177;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-18;3;282123;13295;3;178;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-19;3;282123;13510;215;181;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-20;3;282123;13586;76;181;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-21;3;282123;13643;57;184;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-22;3;282123;13659;16;186;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-23;3;282123;13811;152;186;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-24;4;282123;13867;56;186;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-25;4;282123;13878;11;188;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-26;4;282123;13958;80;190;2;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-27;4;282123;14034;76;191;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-28;4;282123;14144;110;192;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-29;4;282123;14275;131;193;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-30;4;282123;14343;68;197;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-01-31;5;282123;14374;31;197;0;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-02-01;5;282123;14379;5;200;3;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-02-02;5;282123;14439;60;204;4;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-02-03;5;282123;14460;21;205;1;;;0
Sul;RS;Santa Maria;43;431690;43001;REGIAO 01;2021-02-04;5;282123;14565;105;210;5;;;0
